OBJECTID,ZIP,OBJECTID_1,DEPCODE,COUNTYNAME,FieldMatch,POName,Places,OBJECTID_12,ZIPX,c_places,Cases_1,LabelY,SHAPE_Length,SHAPE_Area
506,33060,897,6,Broward,Broward-33060,Pompano Beach,"Pompano Beach, Fort Lauderdale, Oakland Park",90,Broward-33060,Pompano Beach,3601,3601,0.179559163,0.00170827
507,33062,898,6,Broward,Broward-33062,Pompano Beach,"Deerfield Beach, Pompano Beach, Lauderdale-by-the-Sea, Lighthouse Point, Hillsboro Beach, Fort Lauderdale",91,Broward-33062,"Hillsboro Beach, Laud-by-the-sea, Lauderdale By The Sea, Pompano Beach",1627,1627,0.268989649,0.00095143
508,33063,899,6,Broward,Broward-33063,Pompano Beach,"Coconut Creek, Coral Springs, North Lauderdale, Margate",92,Broward-33063,"Coconut Creek, Margate, Orlando, Pompano Beach",5243,5243,0.228616159,0.002140749
509,33064,900,6,Broward,Broward-33064,Pompano Beach,"Deerfield Beach, Pompano Beach, Lighthouse Point, Hillsboro Beach",93,Broward-33064,"Deerfield Beach, Lighthouse Point, Pompano Beach, Winter Garden",6629,6629,0.247207858,0.002496145
510,33065,901,6,Broward,Broward-33065,Coral Springs,"Coral Springs, Parkland",94,Broward-33065,"Coral Springs, Margate, Pompano Beach",5818,5818,0.223324497,0.002026803
511,33066,902,6,Broward,Broward-33066,Pompano Beach,Coconut Creek,95,Broward-33066,"Coconut Creek, Lauderdale Lakes, Pompano Beach",1434,1434,0.127681765,0.000744369
512,33067,903,6,Broward,Broward-33067,Pompano Beach,"Coconut Creek, Coral Springs, Parkland, Watergate",96,Broward-33067,"Coral Springs, Parkland, Pompano Beach",2462,2462,0.231646122,0.002545746
513,33068,905,6,Broward,Broward-33068,Pompano Beach,"Coral Springs, North Lauderdale, Tamarac, Margate, Fort Lauderdale",97,Broward-33068,"Margate, North Lauderdale, Pompano Beach",5283,5283,0.171814528,0.001409054
514,33069,906,6,Broward,Broward-33069,Pompano Beach,"Coconut Creek, Deerfield Beach, North Lauderdale, Pompano Beach, Fort Lauderdale, Oakland Park",98,Broward-33069,Pompano Beach,2891,2891,0.245361192,0.002246897
515,33070,907,44,Monroe,Monroe-33070,Tavernier,"Islamorada, Village of Islands, Key Largo, Tavernier",680,Monroe-33070,"Plantation Key, Tavernier",430,430,0.344046845,0.001059412
516,33071,908,6,Broward,Broward-33071,Coral Springs,"Coral Springs, Tamarac, Margate",99,Broward-33071,"Apopka, Coral Springs, Margate, Orlando, Pompano Beach, University Of Central Florida",3645,3645,0.19111476,0.001868921
517,33073,909,6,Broward,Broward-33073,Pompano Beach,"Coconut Creek, Coral Springs, Deerfield Beach, Parkland, Pompano Beach, Hillsboro Pines, Watergate",100,Broward-33073,"Coconut Creek, Coral Springs, Margate, Orlando, Parkland, Pompano Beach",3786,3786,0.218033847,0.002033001
518,33076,911,6,Broward,Broward-33076,Pompano Beach,"Pompano Beach, Coral Springs, Parkland",101,Broward-33076,"Coral Springs, Parkland, Pompano Beach",3242,3242,0.221243832,0.00285931
519,33109,913,13,Dade,Dade-33109,Miami Beach,"Miami, Miami Beach, Fisher Island",228,Dade-33109,"Fisher Island, Miami, Miami Beach",97,97,0.052501998,7.33E-05
520,33122,914,13,Dade,Dade-33122,Miami,Doral,229,Dade-33122,"Air Mail Facility, Doral, Miami",502,502,0.316062776,0.001282871
521,33125,915,13,Dade,Dade-33125,Miami,"Miami, Coral Gables",230,Dade-33125,Miami,11240,11240,0.144737388,0.000955158
522,33126,916,13,Dade,Dade-33126,Miami,"Doral, Miami, Fountainebleau",231,Dade-33126,"Doral, Miami",8649,8649,0.335900771,0.001429224
523,33127,917,13,Dade,Dade-33127,Miami,Miami,232,Dade-33127,Miami,3486,3486,0.114982957,0.000753782
524,33128,918,13,Dade,Dade-33128,Miami,Miami,233,Dade-33128,Miami,3721,3721,0.056208672,0.000107767
525,33129,919,13,Dade,Dade-33129,Miami,Miami,234,Dade-33129,Miami,1796,1796,0.122239209,0.000303954
526,33130,920,13,Dade,Dade-33130,Miami,Miami,235,Dade-33130,"Miami, North Miami",5752,5752,0.069740027,0.000246983
527,33131,921,13,Dade,Dade-33131,Miami,Miami,236,Dade-33131,Miami,3421,3421,0.068787592,0.000107292
528,33132,922,13,Dade,Dade-33132,Miami,Miami,237,Dade-33132,"Miami, Seybold",3055,3055,0.214660857,0.000413429
529,33133,923,13,Dade,Dade-33133,Miami,"Miami, Coral Gables",238,Dade-33133,"Coconut Grove, Coral Gables, Miami, Pass",4250,4250,0.297361079,0.000987046
530,33134,924,13,Dade,Dade-33134,Miami,"West Miami, Miami, Coral Gables, Coral Terrace",239,Dade-33134,"Coconut Grove, Coral Gables, Miami",4675,4675,0.138842718,0.001206168
531,33135,925,13,Dade,Dade-33135,Miami,"Miami, Coral Gables",240,Dade-33135,Miami,5412,5412,0.113382079,0.000499547
532,33136,926,13,Dade,Dade-33136,Miami,Miami,241,Dade-33136,Miami,4355,4355,0.079998524,0.000337332
533,33137,927,13,Dade,Dade-33137,Miami,Miami,242,Dade-33137,Miami,3974,3974,0.176335563,0.000503236
534,33138,928,13,Dade,Dade-33138,Miami,"Miami, Biscayne Park, El Portal, Miami Shores, West Little River",243,Dade-33138,"El Portal, Miami, Miami Shores",2670,2670,0.230720379,0.001020126
535,33139,929,13,Dade,Dade-33139,Miami Beach,"Miami, Miami Beach",244,Dade-33139,"Fisher Island, Miami, Miami Beach, North Miami Beach, Venetian Islands",5806,5806,0.367214373,0.000634352
536,33140,930,13,Dade,Dade-33140,Miami Beach,Miami Beach,245,Dade-33140,"Miami, Miami Beach",3514,3514,0.357714424,0.0007613
537,33141,931,13,Dade,Dade-33141,Miami Beach,"Surfside, Miami Beach",246,Dade-33141,"Miami, Miami Beach, North Bay Village",4308,4308,0.336365156,0.000543443
538,33142,932,13,Dade,Dade-33142,Miami,"Miami, Hialeah, Miami Springs, Brownsville, Gladeview",247,Dade-33142,Miami,8885,8885,0.177857606,0.001674489
539,33143,933,13,Dade,Dade-33143,Miami,"Coral Gables, Pinecrest, South Miami, Glenvar Heights, Kendall, Olympia Heights, Sunset",248,Dade-33143,"Coral Gables, Miami, Miami Gardens, Orlando, South Miami",5371,5371,0.275163758,0.001918356
540,33144,934,13,Dade,Dade-33144,Miami,"West Miami, Miami, Coral Gables, Coral Terrace, Fountainebleau, Westchester",249,Dade-33144,"Coral Gables, Miami, Orlando, Sweetwater, University Of Central Fl, West Miami",4622,4622,0.128061781,0.000712302
541,33145,935,13,Dade,Dade-33145,Miami,"Miami, Coral Gables",250,Dade-33145,"Coral, Coral Gables, Miami",4141,4141,0.127492585,0.000592239
542,33146,936,13,Dade,Dade-33146,Miami,"Miami, Coral Gables, South Miami",251,Dade-33146,"Coconut Grove, Coral Gables, Miami, South Miami, University Of Miami",2662,2662,0.121796972,0.000760829
543,33147,937,13,Dade,Dade-33147,Miami,"Miami, Hialeah, Brownsville, Gladeview, Pinewood, West Little River, Westview",252,Dade-33147,"Doral, Miami",6742,6742,0.214098732,0.00169695
544,33149,938,13,Dade,Dade-33149,Key Biscayne,"Miami, Key Biscayne",253,Dade-33149,"Key Biscayne, Miami, Orlando",2169,2169,0.45677243,0.001185803
545,33150,939,13,Dade,Dade-33150,Miami,"Miami, El Portal, Miami Shores, Gladeview, Pinewood, West Little River",254,Dade-33150,"El Portal, Miami, Miami Shores",3044,3044,0.137562,0.000832073
546,33154,940,13,Dade,Dade-33154,Miami Beach,"Surfside, Bal Harbour, Miami Beach, North Miami",255,Dade-33154,"Bal Harbour, Bay Harbor Islands, Indian Creek Village, Miami, Miami Beach, Miami Gardens, Orlando, Surfside",1817,1817,0.23390555,0.000494335
547,33155,941,13,Dade,Dade-33155,Miami,"West Miami, Coral Gables, South Miami, Coral Terrace, Glenvar Heights, Olympia Heights, Westchester",256,Dade-33155,"Miami, Pinecrest, West Miami",7320,7320,0.174749893,0.001839749
548,33156,942,13,Dade,Dade-33156,Miami,"Coral Gables, Pinecrest, South Miami, Palmetto Bay, Glenvar Heights, Kendall",257,Dade-33156,"Coral Gables, Cutler Ridge, Kendall, Miami, Pinecrest",4452,4452,0.587865043,0.003319251
549,33157,943,13,Dade,Dade-33157,Miami,"Cutler Bay, Palmetto Bay, Kendall, Palmetto Estates, Richmond Heights, South Miami Heights, West Perrine",258,Dade-33157,"Cutler Bay, Cutler Ridge, Miami, Palmetto Bay, Perrine, Pinecrest, South Miami Heights, Village Of Palmetto Bay",9499,9499,0.329033575,0.003525936
550,33158,944,13,Dade,Dade-33158,Miami,"Coral Gables, Pinecrest, Palmetto Bay, Kendall",259,Dade-33158,"Coral Gables, Miami, Palmetto Bay, Village Of Palmetto Bay",608,608,0.201091886,0.00069826
551,33160,946,13,Dade,Dade-33160,North Miami Beach,"North Miami Beach, Sunny Isles Beach, Aventura, North Miami, Golden Beach, Hallandale Beach, Ojus",260,Dade-33160,"Aventura, Cleveland, Golden Beach, Miami, Miami Gardens, North Miami Beach, Sunny Isles Beach",5098,5098,0.34439301,0.001342315
552,33161,947,13,Dade,Dade-33161,Miami,"North Miami Beach, Biscayne Park, North Miami, Miami Shores, Golden Glades",261,Dade-33161,"Aventura, Barry University, Biscayne Park, Miami, Miami Shores, North Miami, Orlando",5276,5276,0.167304585,0.00130737
553,33162,948,13,Dade,Dade-33162,Miami,"North Miami Beach, North Miami, Golden Glades, Ojus",262,Dade-33162,"Miami, Miami Beach, North Miami Beach, Uleta",4919,4919,0.182729599,0.001289339
554,33165,949,13,Dade,Dade-33165,Miami,"Olympia Heights, Sunset, University Park, Westchester, Westwood Lakes",263,Dade-33165,"Miami, Westchester",10364,10364,0.178718456,0.001845724
555,33166,950,13,Dade,Dade-33166,Miami,"Doral, Hialeah, Hialeah Gardens, Medley, Virginia Gardens, Miami Springs",264,Dade-33166,"Doral, Medley, Miami, Miami Springs, Virginia Gardens",4829,4829,0.28579642,0.002292138
556,33167,951,13,Dade,Dade-33167,Miami,"Hialeah, North Miami, Opa-locka, Golden Glades, Pinewood, West Little River, Westview",265,Dade-33167,"Miami, North Miami, Orlando",2287,2287,0.225846501,0.001142367
557,33168,952,13,Dade,Dade-33168,Miami,"North Miami, Miami Shores, Golden Glades, Pinewood",266,Dade-33168,"Miami, Miami Shores, North Miami",2701,2701,0.124217398,0.000815634
558,33169,954,13,Dade,Dade-33169,Miami,"North Miami Beach, Miami Gardens, Miramar, West Park, Golden Glades",267,Dade-33169,"Miami, Miami Gardens, North Miami Beach, Opa Locka, Orlando",4635,4635,0.191045931,0.001641731
559,33170,955,13,Dade,Dade-33170,Miami,"Cutler Bay, Goulds, Princeton",268,Dade-33170,"Cutler Ridge, Goulds, Homestead, Miami, Orlando, Quail Heights",2273,2273,0.558356665,0.00348485
560,33172,956,13,Dade,Dade-33172,Miami,"Sweetwater, Doral, Fountainebleau, Tamiami",269,Dade-33172,"Doral, Miami, Orlando, Sweetwater, West Miami",8039,8039,0.222359469,0.001834322
561,33173,957,13,Dade,Dade-33173,Miami,"Glenvar Heights, Kendall, Olympia Heights, Sunset, Westwood Lakes",270,Dade-33173,Miami,4631,4631,0.168551275,0.001362477
562,33174,958,13,Dade,Dade-33174,Miami,"Sweetwater, Fountainebleau, Tamiami, University Park, Westchester",271,Dade-33174,"Miami, South Miami, Sweetwater, West Miami",5657,5657,0.136391135,0.00065876
563,33175,959,13,Dade,Dade-33175,Miami,"Kendale Lakes, Kendall West, Tamiami, University Park, Westwood Lakes",272,Dade-33175,Miami,9633,9633,0.22454027,0.001857086
564,33176,960,13,Dade,Dade-33176,Miami,"Palmetto Bay, Kendall, Palmetto Estates, Richmond Heights, Three Lakes",273,Dade-33176,"Miami, Palmetto Bay, Richmond Heights",6930,6930,0.227856589,0.002869729
565,33177,961,13,Dade,Dade-33177,Miami,"Country Walk, Goulds, Palmetto Estates, Richmond Heights, Richmond West, South Miami Heights, Three Lakes, West Perrine",274,Dade-33177,"Homestead, Miami, Orlando, Quail Heights",9361,9361,0.237347656,0.002971049
566,33178,962,13,Dade,Dade-33178,Miami,"Doral, Hialeah Gardens, Medley",275,Dade-33178,"Doral, Medley, Miami, Miami Lakes, Opa Locka, Orlando",14273,14273,0.70002014,0.015641252
567,33179,964,13,Dade,Dade-33179,Miami,"North Miami Beach, Miami Gardens, Pembroke Park, West Park, Hallandale Beach, Ives Estates, Ojus",276,Dade-33179,"Miami, Miami Gardens, North Miami Beach",5345,5345,0.193160317,0.001325688
568,33180,966,13,Dade,Dade-33180,Miami,"North Miami Beach, Sunny Isles Beach, Aventura, Coral Gables, Hallandale Beach, Coral Terrace, Ojus",277,Dade-33180,"Aventura, Miami, North Miami Beach",4303,4303,0.166785454,0.00086006
569,33181,967,13,Dade,Dade-33181,Miami,"North Miami Beach, North Miami, Golden Glades",278,Dade-33181,"Biscayne Park, Miami, North Miami, North Miami Beach",2147,2147,0.212065009,0.00073881
570,33182,968,13,Dade,Dade-33182,Miami,"Doral, Tamiami",279,Dade-33182,"Doral, Miami, Sweetwater, West Miami",2422,2422,0.268577706,0.002233168
571,33183,969,13,Dade,Dade-33183,Miami,"Kendale Lakes, Kendall, Kendall West, Sunset, The Crossings, Westwood Lakes",280,Dade-33183,"Kendall, Miami",5784,5784,0.156604502,0.001397999
572,33184,970,13,Dade,Dade-33184,Miami,"Tamiami, University Park",281,Dade-33184,Miami,3571,3571,0.179883497,0.000619846
573,33185,971,13,Dade,Dade-33185,Miami,"Kendale Lakes, Kendall West",282,Dade-33185,"Miami, Olympia Heights",4804,4804,0.384700618,0.002762462
574,33186,972,13,Dade,Dade-33186,Miami,"Country Walk, Kendale Lakes, Kendall, Kendall West, Richmond Heights, Richmond West, The Crossings, The Hammocks, Three Lakes",283,Dade-33186,"Crossings, Miami, Miamii, Orlando",9599,9599,0.299851708,0.002916572
575,33187,973,13,Dade,Dade-33187,Miami,"Country Walk, Richmond West",284,Dade-33187,"Miami, North Miami",3026,3026,0.55325059,0.009375799
576,33189,974,13,Dade,Dade-33189,Miami,"Cutler Bay, Goulds, South Miami Heights",285,Dade-33189,"Cutler Bay, Cutler Ridge, Miami, Quail Heights",3391,3391,0.232686862,0.001407213
577,33190,975,13,Dade,Dade-33190,Miami,"Cutler Bay, Goulds",286,Dade-33190,"Cutler Bay, Cutler Ridge, Miami, Quail Heights",2045,2045,0.208087016,0.000816367
578,33193,976,13,Dade,Dade-33193,Miami,"Kendale Lakes, Kendall West, The Hammocks",287,Dade-33193,Miami,7465,7465,0.154820774,0.001221693
579,33194,977,13,Dade,Dade-33194,Miami,Tamiami,288,Dade-33194,"Miami, Sweetwater",1633,1633,0.23453413,0.001214978
580,33196,980,13,Dade,Dade-33196,Miami,"Country Walk, Kendall West, Richmond West, The Hammocks",289,Dade-33196,"Miami, Orlando",7740,7740,2.022866587,0.115114542
581,33199,982,13,Dade,Dade-33199,Miami,University Park,290,Dade-33199,"Florida International Univ, Florida International University, Miami",80,80,0.038655325,4.87E-05
582,33301,983,6,Broward,Broward-33301,Fort Lauderdale,Fort Lauderdale,102,Broward-33301,"Fort Lauderdale, Hollywood, Orlando, Parkland, Pembroke Pines, Pompano Beach, Rock Hill, Weston",2228,2228,0.140406734,0.000608368
583,33304,984,6,Broward,Broward-33304,Fort Lauderdale,Fort Lauderdale,103,Broward-33304,"Fort Lauderdale, Oakland Park",1878,1878,0.157097255,0.000810523
584,33305,985,6,Broward,Broward-33305,Fort Lauderdale,"Wilton Manors, Fort Lauderdale, Lazy Lake",104,Broward-33305,"Fort Lauderdale, Lazy Lake, Oakland Park, Wilton Manors",1140,1140,0.162403146,0.00052803
585,33306,986,6,Broward,Broward-33306,Fort Lauderdale,"Wilton Manors, Fort Lauderdale, Oakland Park",105,Broward-33306,"Fort Lauderdale, Oakland Park, Wilton Manors",324,324,0.072955151,0.0001993
586,33308,987,6,Broward,Broward-33308,Fort Lauderdale,"Pompano Beach, Lauderdale-by-the-Sea, Sea Ranch Lakes, Fort Lauderdale, Oakland Park",106,Broward-33308,"Fort Lauderdale, Laud-by-the-sea, Lauderdale By The Sea, Oakland Park, Sea Ranch Lakes",2579,2579,0.165338142,0.001143989
587,33309,988,6,Broward,Broward-33309,Fort Lauderdale,"North Lauderdale, Pompano Beach, Tamarac, Lauderdale Lakes, Fort Lauderdale, Oakland Park",107,Broward-33309,"Coral Springs, Fort Lauderdale, Hollywood, Lauderdale Lakes, North Lauderdale, Oakland Park, Orlando, Pompano Beach, Tamarac",4050,4050,0.218732457,0.002471157
588,33311,989,6,Broward,Broward-33311,Fort Lauderdale,"Lauderdale Lakes, Wilton Manors, Lauderhill, Fort Lauderdale, Lazy Lake, Oakland Park, Plantation, Boulevard Gardens, Franklin Park, Roosevelt Gardens, Washington Park",108,Broward-33311,"Alafaya, Fort Lauderdale, Hallandale, Lauderdale Lakes, Lauderhill, Oakland Park, Orlando, Plantation, Pompano Beach, Wilton Manors",6818,6818,0.205893838,0.002517866
589,33312,990,6,Broward,Broward-33312,Fort Lauderdale,"Lauderhill, Hollywood, Dania Beach, Davie, Fort Lauderdale, Plantation, Boulevard Gardens, Broadview Park, Washington Park",109,Broward-33312,"Davie, Fort Lauderdale, Lauderhill",5585,5585,0.289018551,0.002705156
590,33313,991,6,Broward,Broward-33313,Fort Lauderdale,"Sunrise, Lauderdale Lakes, Lauderhill, Plantation",110,Broward-33313,"City Of Sunrise, Fort Lauderdale, Lauderdale Lakes, Lauderhill, Oakland Park, Ocoee, Plantation, Sunrise",5325,5325,0.206036008,0.001396556
591,33314,992,6,Broward,Broward-33314,Fort Lauderdale,"Hollywood, Dania Beach, Davie",111,Broward-33314,"Dania Beach, Davie, Fort Lauderdale, Hollywood, Orlando, Pompano Beach, Tamarac",3253,3253,0.220377931,0.002058168
592,33315,993,6,Broward,Broward-33315,Fort Lauderdale,"Dania Beach, Fort Lauderdale",112,Broward-33315,"Fort Lauderdale, Miami",1878,1878,0.172749645,0.001306558
593,33316,994,6,Broward,Broward-33316,Fort Lauderdale,"Hollywood, Dania Beach, Fort Lauderdale",113,Broward-33316,"Dania, Fort Lauderdale, Port Everglades",2483,2483,0.213244323,0.001123515
594,33317,995,6,Broward,Broward-33317,Fort Lauderdale,"Sunrise, Davie, Fort Lauderdale, Plantation, Broadview Park",114,Broward-33317,"Apopka, Davie, Fort Lauderdale, Plantation",3684,3684,0.219973794,0.002252079
595,33319,996,6,Broward,Broward-33319,Fort Lauderdale,"North Lauderdale, Sunrise, Tamarac, Lauderdale Lakes, Lauderhill, Fort Lauderdale",115,Broward-33319,"Fort Lauderdale, Lauderdale Lakes, Lauderhill, Ldhl, North Lauderdale, Sunrise, Tamarac",4688,4688,0.18851175,0.001663721
596,33321,997,6,Broward,Broward-33321,Fort Lauderdale,"Coral Springs, North Lauderdale, Sunrise, Tamarac",116,Broward-33321,"Fort Lauderdale, Lauderhill, Orlando, Tamarac",4680,4680,0.200883184,0.001913722
597,33322,998,6,Broward,Broward-33322,Fort Lauderdale,"Sunrise, Plantation",117,Broward-33322,"Fort Lauderdale, Plantation, Sunrise",3153,3153,0.225386348,0.001368751
598,33323,999,6,Broward,Broward-33323,Fort Lauderdale,"Sunrise, Davie, Plantation",118,Broward-33323,"Fort Lauderdale, Plantation, Sunrise",2310,2310,0.265684883,0.001892512
599,33324,1000,6,Broward,Broward-33324,Fort Lauderdale,"Davie, Plantation",119,Broward-33324,"Davie, Fort Lauderdale, Orlando, Plantation",4248,4248,0.25154133,0.002242559
600,33325,1001,6,Broward,Broward-33325,Fort Lauderdale,"Sunrise, Davie, Plantation",120,Broward-33325,"Davie, Fort Lauderdale, Plantation, Sunrise",3395,3395,0.220237183,0.002217517
601,33326,1002,6,Broward,Broward-33326,Fort Lauderdale,"Sunrise, Weston, Davie",121,Broward-33326,"Bonaventure, Davie, Fort Lauderdale, Sunrise, Weston",3794,3794,0.201226676,0.002031939
602,33327,1003,6,Broward,Broward-33327,Fort Lauderdale,"Coral Springs, Sunrise, Tamarac, Weston",122,Broward-33327,"Fort Lauderdale, Orlando, Weston",2482,2482,0.251039428,0.001953751
603,33328,1004,6,Broward,Broward-33328,Fort Lauderdale,"Cooper City, Davie",123,Broward-33328,"Cooper City, Davie, Fort Lauderdale",2707,2707,0.229093635,0.002142747
604,33330,1005,6,Broward,Broward-33330,Fort Lauderdale,"Cooper City, Davie, Southwest Ranches, Pembroke Pines",124,Broward-33330,"Cooper City, Davie, Fort Lauderdale, Hollywood, Lauderdale Lakes, Southwest Ranches",1391,1391,0.217892651,0.002597728
605,33331,1006,6,Broward,Broward-33331,Fort Lauderdale,"Weston, Davie, Southwest Ranches, Pembroke Pines",125,Broward-33331,"Davie, Fort Lauderdale, Southwest Ranches, Weston",2431,2431,0.219198251,0.002803447
606,33332,1007,6,Broward,Broward-33332,Fort Lauderdale,"Weston, Southwest Ranches, Pembroke Pines",126,Broward-33332,"Fort Lauderdale, Orlando, Plantation, Southwest Ranches, University Of Central Florida, Weston",1160,1160,0.383816148,0.003636576
607,33334,1008,6,Broward,Broward-33334,Fort Lauderdale,"Pompano Beach, Wilton Manors, Fort Lauderdale, Oakland Park",127,Broward-33334,"Fort Lauderdale, Oakland Park, Orlando, Wilton Manors",3072,3072,0.176139562,0.001162531
608,33351,1009,6,Broward,Broward-33351,Fort Lauderdale,"Sunrise, Tamarac, Lauderhill",128,Broward-33351,"Fort Lauderdale, Lauderdale Lakes, Lauderhill, Miramar, Sunrise, Tamarac",4085,4085,0.198205156,0.001391432
609,33401,1012,50,Palm Beach,Palm Beach-33401,West Palm Beach,West Palm Beach,769,Palm Beach-33401,West Palm Beach,3385,3385,0.204940739,0.001704759
610,33403,1013,50,Palm Beach,Palm Beach-33403,West Palm Beach,"Riviera Beach, Lake Park, North Palm Beach, Palm Beach Gardens",770,Palm Beach-33403,"Lake Park, North Palm Beach, Palm Beach Gardens, Riviera Beach, West Palm Beach",884,884,0.173028836,0.000843724
611,33404,1014,50,Palm Beach,Palm Beach-33404,West Palm Beach,"West Palm Beach, Riviera Beach, Lake Park, North Palm Beach, Palm Beach Gardens, Palm Beach Shores",771,Palm Beach-33404,"Orlando, Palm Beach Shores, Rivera Beach, Riviera Beach, Singer Island, West Palm Beach",2627,2627,0.30010923,0.002065439
612,33405,1015,50,Palm Beach,Palm Beach-33405,West Palm Beach,"West Palm Beach, Lake Clarke Shores, Lake Worth, Cloud Lake",772,Palm Beach-33405,West Palm Beach,2053,2053,0.157572485,0.001152154
613,33406,1016,50,Palm Beach,Palm Beach-33406,West Palm Beach,"West Palm Beach, Palm Springs, Glen Ridge, Lake Clarke Shores, Lake Worth, Cloud Lake, Acacia Villas, Gun Club Estates, Pine Air, Royal Palm Estates, Westgate",773,Palm Beach-33406,"Cloud Lake, Glen Ridge, Lake Clarke Shores, Palm Springs, West Palm Beach",3617,3617,0.247661156,0.002165928
614,33407,1017,50,Palm Beach,Palm Beach-33407,West Palm Beach,"West Palm Beach, Riviera Beach, Mangonia Park",774,Palm Beach-33407,"Mangonia Park, Palm Beach, Riviera Beach, West Palm Beach",3360,3360,0.355654394,0.002335073
615,33408,1018,50,Palm Beach,Palm Beach-33408,North Palm Beach,"Riviera Beach, Jupiter, Juno Beach, Lake Park, North Palm Beach, Palm Beach Gardens, Juno Ridge",775,Palm Beach-33408,"Juno Beach, North Palm Beach, Palm Beach Gardens, West Palm Beach",1231,1231,0.313262263,0.002254047
616,33409,1019,50,Palm Beach,Palm Beach-33409,West Palm Beach,"West Palm Beach, Haverhill, Schall Circle, Westgate",776,Palm Beach-33409,"Haverhill, Riviera Beach, West Palm Beach",2815,2815,0.205198836,0.001531597
617,33410,1020,50,Palm Beach,Palm Beach-33410,Palm Beach Gardens,"Riviera Beach, Jupiter, Juno Beach, North Palm Beach, Palm Beach Gardens, Cabana Colony",777,Palm Beach-33410,"North Palm Beach, Palm Beach Gardens, Riviera Beach, University Of Central Florida, West Palm Beach",2658,2658,0.362557945,0.002748096
618,33411,1021,50,Palm Beach,Palm Beach-33411,West Palm Beach,"Loxahatchee Groves, West Palm Beach, Royal Palm Beach, Wellington, The Acreage",778,Palm Beach-33411,"Boynton Beach, Roayl Palm Beach, Royal Palm Beach, Tampa, Wellington, West Aplm Beach, West Palm Beach",5475,5475,0.496993838,0.010138168
619,33412,1022,50,Palm Beach,Palm Beach-33412,West Palm Beach,"West Palm Beach, Palm Beach Gardens, The Acreage",779,Palm Beach-33412,"Palm Beach Gardens, Royal Palm Beach, West Palm Beach",936,936,0.624527842,0.012391703
620,33413,1023,50,Palm Beach,Palm Beach-33413,West Palm Beach,"Wellington, Haverhill, Greenacres, Lake Belvedere Estates, Royal Palm Estates",780,Palm Beach-33413,"Green Acres, Greenacres, Orlando, West Palm Beach",1672,1672,0.231891548,0.001802045
621,33414,1024,50,Palm Beach,Palm Beach-33414,Wellington,"Royal Palm Beach, Wellington",781,Palm Beach-33414,"Orlando, Royal Palm Beach, Village Of Wellington, Village Wellington, Wellington, West Palm Beach",4264,4264,0.424487363,0.006863799
622,33415,1025,50,Palm Beach,Palm Beach-33415,West Palm Beach,"Palm Springs, Haverhill, Greenacres, Acacia Villas, Lake Belvedere Estates, Royal Palm Estates, Westgate",782,Palm Beach-33415,"Green Acres, Greenacres, Haverhill, Orlando, West Palm Beach",5326,5326,0.184799933,0.001696471
623,33417,1026,50,Palm Beach,Palm Beach-33417,West Palm Beach,"West Palm Beach, Haverhill, Lake Belvedere Estates, Plantation Mobile Home Park, Schall Circle, Stacey Street",783,Palm Beach-33417,"Haverhill, West Palm Beach",2529,2529,0.20165666,0.001637646
624,33418,1027,50,Palm Beach,Palm Beach-33418,Palm Beach Gardens,"West Palm Beach, Riviera Beach, Jupiter, Palm Beach Gardens, Jupiter Farms",784,Palm Beach-33418,"Palm Beach Gardens, Riviera Beach, West Palm Beach",2520,2520,0.538230033,0.011129865
625,33426,1028,50,Palm Beach,Palm Beach-33426,Boynton Beach,"Lantana, Boynton Beach",785,Palm Beach-33426,Boynton Beach,2242,2242,0.215125942,0.001389986
626,33428,1030,50,Palm Beach,Palm Beach-33428,Boca Raton,Watergate,786,Palm Beach-33428,"Boca Raton, Palmetto Bay",4203,4203,0.195622965,0.002115288
627,33430,1031,50,Palm Beach,Palm Beach-33430,Belle Glade,"South Bay, Belle Glade",787,Palm Beach-33430,Belle Glade,2306,2306,1.589224825,0.033940752
628,33431,1032,50,Palm Beach,Palm Beach-33431,Boca Raton,"Boca Raton, Highland Beach",788,Palm Beach-33431,"Boca Raton, Boca Raton,",2264,2264,0.228460985,0.001969303
629,33432,1034,50,Palm Beach,Palm Beach-33432,Boca Raton,Boca Raton,789,Palm Beach-33432,Boca Raton,1822,1822,0.177907647,0.00123766
630,33433,1036,50,Palm Beach,Palm Beach-33433,Boca Raton,Boca Raton,790,Palm Beach-33433,"Boca Raton, Bocaraten",4147,4147,0.209292685,0.002228075
631,33434,1037,50,Palm Beach,Palm Beach-33434,Boca Raton,Boca Raton,791,Palm Beach-33434,"Boca Raton, University Of Central Florida",1343,1343,0.192931591,0.001711173
632,33435,1038,50,Palm Beach,Palm Beach-33435,Boynton Beach,"Briny Breezes, Ocean Ridge, Delray Beach, Hypoluxo, Boynton Beach, San Castle",792,Palm Beach-33435,"Boynton Beach, Briny Breezes, Ocean Ridge",3068,3068,0.261916228,0.001641567
633,33436,1039,50,Palm Beach,Palm Beach-33436,Boynton Beach,"Golf, Boynton Beach",793,Palm Beach-33436,"Boynton Beach, Village Of Golf, Wellington",2998,2998,0.266568679,0.002801416
634,33437,1040,50,Palm Beach,Palm Beach-33437,Boynton Beach,Boynton Beach,794,Palm Beach-33437,Boynton Beach,1875,1875,0.218109251,0.002660199
