OBJECTID,ZIP,OBJECTID_1,DEPCODE,COUNTYNAME,FieldMatch,POName,Places,OBJECTID_12,ZIPX,c_places,Cases_1,LabelY,Shape__Area,Shape__Length
829,33881,1300,53,Polk,Polk-33881,Winter Haven,"Dundee, Lake Alfred, Lake Hamilton, Winter Haven, Auburndale, Inwood",933,Polk-33881,"Florence Villa, Winter Haven",792,792,0.00713923202056321,0.557145762633065
830,33884,1301,53,Polk,Polk-33884,Winter Haven,"Lake Wales, Dundee, Winter Haven, Cypress Gardens",934,Polk-33884,"Cypress Gardens, Winter Haven",310,310,0.00664296672402998,0.50770562965713
831,33890,1303,25,Hardee,Hardee-33890,Zolfo Springs,"Zolfo Springs, Gardner, Lemon Grove, Limestone",394,Hardee-33890,Zolfo Springs,68,68,0.0577396346111527,1.2554110100024
832,33896,1305,49,Osceola,Osceola-33896,Davenport,"Kissimmee, Campbell, Celebration, Four Corners, Loughman, Poinciana",753,Osceola-33896,Davenport,<5,-2,0.00242290052392491,0.538423406126608
833,33896,1306,53,Polk,Polk-33896,Davenport,"Four Corners, Loughman",935,Polk-33896,"Champions Gate, Davenport",142,142,0.00178140289062867,0.30155786144431
834,33897,1309,53,Polk,Polk-33897,Davenport,Four Corners,936,Polk-33897,Davenport,203,203,0.00730632122235875,0.522070166853147
835,33898,1310,49,Osceola,Osceola-33898,Lake Wales,Lake Wales,754,Osceola-33898,,0,0,0.00210005902158628,0.925304450652587
836,33898,1311,53,Polk,Polk-33898,Lake Wales,"Lake Wales, Dundee, Highland Park, Waverly",937,Polk-33898,Lake Wales,93,93,0.0527401418462432,2.17266079023134
837,33901,1312,36,Lee,Lee-33901,Fort Myers,Fort Myers,537,Lee-33901,Fort Myers,618,618,0.0021069111739962,0.205151253919089
838,33903,1314,36,Lee,Lee-33903,North Fort Myers,"Cape Coral, Lochmoor Waterway Estates, North Fort Myers, Palmona Park",538,Lee-33903,"Fort Myers, North Fort Myers",168,168,0.00643587331524031,0.644861310198896
839,33904,1315,36,Lee,Lee-33904,Cape Coral,Cape Coral,539,Lee-33904,Cape Coral,297,297,0.00395323264820036,0.266641204721147
840,33905,1316,36,Lee,Lee-33905,Fort Myers,"Fort Myers, Buckingham, Fort Myers Shores, Lehigh Acres, North Fort Myers, Olga, Tice",540,Lee-33905,"Buckingham, Fort Myers, Tice",786,786,0.0102467863641778,0.513441325391294
841,33907,1317,36,Lee,Lee-33907,Fort Myers,"Fort Myers, Cypress Lake, Page Park, Pine Manor, Villas, Whiskey Creek",541,Lee-33907,Fort Myers,502,502,0.00183496081831436,0.240957207744187
842,33908,1318,36,Lee,Lee-33908,Fort Myers,"Fort Myers Beach, Cypress Lake, Estero, Harlem Heights, Iona, McGregor, Punta Rassa, San Carlos Park, Villas",542,Lee-33908,Fort Myers,428,428,0.0106749107826545,1.52599460973891
843,33909,1319,36,Lee,Lee-33909,Cape Coral,"Cape Coral, Burnt Store Marina, North Fort Myers",543,Lee-33909,Cape Coral,446,446,0.00468027602505572,0.372860765465539
844,33912,1320,36,Lee,Lee-33912,Fort Myers,"Fort Myers, San Carlos Park, Three Oaks, Villas",544,Lee-33912,"Cape Coral, Fort Myers, San Carlos Park, South Fort Myers",496,496,0.00532982961476591,0.343946725406671
845,33913,1322,36,Lee,Lee-33913,Fort Myers,"Fort Myers, Estero, Gateway, Lehigh Acres, Three Oaks",545,Lee-33913,"Fort Myers, Miromar Lakes",214,214,0.0254275638876607,0.891780936783928
846,33914,1323,36,Lee,Lee-33914,Cape Coral,"Cape Coral, Matlacha Isles-Matlacha Shores",546,Lee-33914,Cape Coral,360,360,0.00652532907952263,0.746089686609052
847,33916,1324,36,Lee,Lee-33916,Fort Myers,Fort Myers,547,Lee-33916,Fort Myers,719,719,0.00279284592534168,0.292619159484161
848,33917,1325,8,Charlotte,Charlotte-33917,North Fort Myers,North Fort Myers,140,Charlotte-33917,North Fort Myers,<5,-2,0.00132266728883224,0.320137502921475
849,33917,1326,36,Lee,Lee-33917,North Fort Myers,"Cape Coral, North Fort Myers, Palmona Park, Suncoast Estates",548,Lee-33917,"Fort Myers, North Fort Myers",203,203,0.012403781087869,0.497674081939393
850,33919,1327,36,Lee,Lee-33919,Fort Myers,"Fort Myers, Cypress Lake, Iona, McGregor, Pine Manor, Villas, Whiskey Creek",549,Lee-33919,Fort Myers,258,258,0.00268794788962623,0.259679497962637
851,33920,1330,36,Lee,Lee-33920,Alva,"Alva, Buckingham, Charleston Park, Fort Denaud, Fort Myers Shores, Lehigh Acres, North Fort Myers, Olga",550,Lee-33920,Alva,55,55,0.0149839254247581,0.621137026418764
852,33921,1332,36,Lee,Lee-33921,Boca Grande,Boca Grande,551,Lee-33921,Boca Grande,<5,-2,0.00163459700388557,1.108521108725
853,33922,1333,36,Lee,Lee-33922,Bokeelia,"Bokeelia, Pine Island Center, Pineland, St. James City",552,Lee-33922,Bokeelia,15,15,0.00423120399818799,1.66753927820638
854,33924,1334,36,Lee,Lee-33924,Captiva,"Sanibel, Captiva",553,Lee-33924,Captiva,<5,-2,0.000681488645568606,0.475301982980934
855,33928,1336,36,Lee,Lee-33928,Estero,"Bonita Springs, Estero",554,Lee-33928,Estero,204,204,0.0165084618772653,1.15207687404767
856,33931,1337,36,Lee,Lee-33931,Fort Myers Beach,"Fort Myers Beach, Bonita Springs, Iona",555,Lee-33931,Fort Myers Beach,42,42,0.00153036049960065,0.745392227089609
857,33935,1340,22,Glades,Glades-33935,Labelle,"LaBelle, Fort Denaud",381,Glades-33935,"Labelle, Moore Haven",6,6,0.014536824020297,0.754543837104476
858,33935,1341,26,Hendry,Hendry-33935,Labelle,"LaBelle, Alva, Fort Denaud, Port LaBelle",396,Hendry-33935,"Fort Denaud, Labelle",537,537,0.115029312555862,1.66372512225901
859,33936,1343,26,Hendry,Hendry-33936,Lehigh Acres,Lehigh Acres,397,Hendry-33936,,0,0,0.000255198973036386,0.0843828884770719
860,33936,1344,36,Lee,Lee-33936,Lehigh Acres,Lehigh Acres,556,Lee-33936,"Lehigh, Lehigh Acres",374,374,0.0027468859216242,0.45136748474832
861,33944,1345,22,Glades,Glades-33944,Palmdale,Palmdale,382,Glades-33944,Palmdale,<5,-2,0.00142250819112633,0.219004255056235
862,33946,1346,8,Charlotte,Charlotte-33946,Placida,Rotonda,141,Charlotte-33946,Placida,10,10,0.00913235951975366,2.71110819152755
863,33947,1348,8,Charlotte,Charlotte-33947,Rotonda West,"Grove City, Rotonda",142,Charlotte-33947,"Cape Haze, Rotunda West",48,48,0.00291962024948589,0.348975198034768
864,33948,1349,8,Charlotte,Charlotte-33948,Port Charlotte,Port Charlotte,143,Charlotte-33948,Port Charlotte,109,109,0.00576083020132501,0.757756535518195
865,33950,1350,8,Charlotte,Charlotte-33950,Punta Gorda,"Punta Gorda, Charlotte Park, Cleveland, Solana",144,Charlotte-33950,Punta Gorda,121,121,0.00594217122193186,0.554793718936188
866,33952,1351,8,Charlotte,Charlotte-33952,Port Charlotte,"Charlotte Harbor, Port Charlotte",145,Charlotte-33952,"Fort Charlotte, Port Charlotte",261,261,0.00366603778434182,0.343187060372117
867,33953,1352,8,Charlotte,Charlotte-33953,Port Charlotte,"North Port, Port Charlotte",146,Charlotte-33953,Port Charlotte,28,28,0.00464487276371983,0.375249327355637
868,33954,1354,8,Charlotte,Charlotte-33954,Port Charlotte,"North Port, Port Charlotte",147,Charlotte-33954,Port Charlotte,73,73,0.00214278740304508,0.330492212590031
869,33955,1356,8,Charlotte,Charlotte-33955,Punta Gorda,"Punta Gorda, Burnt Store Marina, Charlotte Park",148,Charlotte-33955,Punta Gorda,34,34,0.0131577533445579,1.77257433228078
870,33955,1357,36,Lee,Lee-33955,Punta Gorda,"Cape Coral, Burnt Store Marina, North Fort Myers",557,Lee-33955,,0,0,0.000276957746791595,0.223258500510774
871,33956,1358,36,Lee,Lee-33956,Saint James City,"Pine Island Center, St. James City",558,Lee-33956,Saint James City,13,13,0.00380492586828041,1.31319116283872
872,33957,1359,36,Lee,Lee-33957,Sanibel,"Sanibel, Captiva",559,Lee-33957,Sanibel,29,29,0.00411056217240002,1.33255554405423
873,33960,1362,22,Glades,Glades-33960,Venus,Venus,383,Glades-33960,,0,0,0.0054251721280707,1.02098106731728
874,33960,1363,28,Highlands,Highlands-33960,Venus,Venus,418,Highlands-33960,Venus,6,6,0.0475405660779415,1.39734279576254
875,33965,1364,36,Lee,Lee-33965,Fort Myers,Estero,560,Lee-33965,Fort Myers,<5,-2,0.000285423846889898,0.0712811587048638
876,33966,1365,36,Lee,Lee-33966,Fort Myers,"Fort Myers, Villas",561,Lee-33966,Fort Myers,132,132,0.00183383977082485,0.207843566164701
877,33967,1366,36,Lee,Lee-33967,Fort Myers,"Estero, San Carlos Park, Three Oaks",562,Lee-33967,"Estero, Fort Myers, San Carlos Park",381,381,0.00188574215508197,0.201496916775791
878,33971,1367,36,Lee,Lee-33971,Lehigh Acres,"Fort Myers, Buckingham, Gateway, Lehigh Acres",563,Lee-33971,"Lehigh, Lehigh Acres",597,597,0.00395819440882406,0.384900369846008
879,33972,1369,36,Lee,Lee-33972,Lehigh Acres,"Alva, Lehigh Acres",564,Lee-33972,Lehigh Acres,221,221,0.00603543863780942,0.40578122650285
880,33973,1370,36,Lee,Lee-33973,Lehigh Acres,"Fort Myers, Gateway, Lehigh Acres",565,Lee-33973,Lehigh Acres,258,258,0.000911121446961261,0.13383110496953
881,33974,1372,36,Lee,Lee-33974,Lehigh Acres,Lehigh Acres,566,Lee-33974,"Lehigh, Lehigh Acres",286,286,0.00545036836138024,0.397004944575547
882,33976,1373,36,Lee,Lee-33976,Lehigh Acres,Lehigh Acres,567,Lee-33976,"Lehigh, Lehigh Acres",363,363,0.0021803804290812,0.195623039047468
883,33980,1374,8,Charlotte,Charlotte-33980,Punta Gorda,"Charlotte Harbor, Port Charlotte",149,Charlotte-33980,"Port Charlotte, Punta Gorda",187,187,0.00273703444577222,0.243625582204032
884,33981,1375,8,Charlotte,Charlotte-33981,Port Charlotte,"North Port, Englewood",150,Charlotte-33981,Port Charlotte,44,44,0.00708483147809602,0.548620069264055
885,33982,1377,8,Charlotte,Charlotte-33982,Punta Gorda,"Cleveland, North Fort Myers, Solana",151,Charlotte-33982,Punta Gorda,52,52,0.10680793639699,1.49860261058611
886,33983,1381,8,Charlotte,Charlotte-33983,Punta Gorda,Harbour Heights,152,Charlotte-33983,"Port Charlotte, Punta Gorda",114,114,0.00277464081386825,0.225766543035129
887,33990,1383,36,Lee,Lee-33990,Cape Coral,"Cape Coral, Lochmoor Waterway Estates",568,Lee-33990,Cape Coral,466,466,0.00259723767089781,0.240434205683027
888,33991,1384,36,Lee,Lee-33991,Cape Coral,"Cape Coral, Matlacha Isles-Matlacha Shores",569,Lee-33991,Cape Coral,303,303,0.00357429405335097,0.380490397925655
889,33993,1386,36,Lee,Lee-33993,Cape Coral,"Cape Coral, Burnt Store Marina, Matlacha, Matlacha Isles-Matlacha Shores",570,Lee-33993,"Cape Coral, Matlacha",382,382,0.0122656732276027,2.30258538685879
890,34102,1387,11,Collier,Collier-34102,Naples,Naples,181,Collier-34102,Naples,169,169,0.001391786092654,0.623789742983996
891,34103,1388,11,Collier,Collier-34103,Naples,"Naples, Pelican Bay",182,Collier-34103,Naples,105,105,0.000834589151281762,0.281076907394553
892,34104,1389,11,Collier,Collier-34104,Naples,Naples,183,Collier-34104,Naples,526,526,0.00240085110567634,0.247527841545967
893,34105,1390,11,Collier,Collier-34105,Naples,Naples,184,Collier-34105,Naples,122,122,0.00251764480299244,0.224715154148233
894,34108,1391,11,Collier,Collier-34108,Naples,"Naples, Naples Park, Pelican Bay, Pine Ridge",185,Collier-34108,Naples,129,129,0.00195462795750245,0.247886034603665
895,34109,1392,11,Collier,Collier-34109,Naples,"Pine Ridge, Vineyards",186,Collier-34109,Naples,330,330,0.00315632623369311,0.231442242894523
896,34110,1393,11,Collier,Collier-34110,Naples,"Bonita Springs, Naples Park",187,Collier-34110,Naples,210,210,0.00391921176674259,0.331595366285012
897,34110,1394,36,Lee,Lee-34110,Naples,Bonita Springs,571,Lee-34110,,0,0,0.000198651591517773,0.168710516953115
898,34112,1395,11,Collier,Collier-34112,Naples,"Naples, Lely, Lely Resort",188,Collier-34112,Naples,372,372,0.00408840200839222,0.533878199979073
899,34113,1396,11,Collier,Collier-34113,Naples,"Naples, Lely, Lely Resort, Naples Manor, Verona Walk",189,Collier-34113,Naples,382,382,0.0081849103080458,1.73730735161496
900,34114,1397,11,Collier,Collier-34114,Naples,"Everglades, Marco Island, Lely Resort, Verona Walk",190,Collier-34114,Naples,203,203,0.0537657271095213,6.19891507641843
901,34116,1398,11,Collier,Collier-34116,Naples,Golden Gate,191,Collier-34116,Naples,893,893,0.00228395637691392,0.191301756785681
902,34117,1399,11,Collier,Collier-34117,Naples,Golden Gate,192,Collier-34117,Naples,225,225,0.0592965051803276,1.38218837826327
903,34119,1400,11,Collier,Collier-34119,Naples,"Bonita Springs, Island Walk, Vineyards",193,Collier-34119,Naples,360,360,0.0054129258892317,0.331432259563572
904,34119,1401,36,Lee,Lee-34119,Naples,Bonita Springs,572,Lee-34119,,0,0,0.000115442792093745,0.0975996738026642
905,34120,1402,11,Collier,Collier-34120,Naples,"Bonita Springs, Immokalee, Orangetree",194,Collier-34120,Naples,645,645,0.0332111165316746,0.820816177733087
906,34134,1404,11,Collier,Collier-34134,Bonita Springs,Bonita Springs,195,Collier-34134,Bonita Springs,<5,-2,0.000383701816872417,0.181724225021779
907,34134,1405,36,Lee,Lee-34134,Bonita Springs,"Bonita Springs, Estero",573,Lee-34134,Bonita Springs,86,86,0.00308126615186666,0.973237227189151
908,34135,1407,36,Lee,Lee-34135,Bonita Springs,"Bonita Springs, Estero",574,Lee-34135,"Bonita Springs, Estero",638,638,0.0087455900952591,0.606453526672353
909,34138,1408,11,Collier,Collier-34138,Chokoloskee,Chokoloskee,196,Collier-34138,Chokoloskee,<5,-2,5.67048464290565e-05,0.048844473728075
910,34139,1409,11,Collier,Collier-34139,Everglades City,Everglades,197,Collier-34139,Everglades City,<5,-2,0.0010334937164771,0.217294608617283
911,34140,1410,11,Collier,Collier-34140,Goodland,"Marco Island, Goodland",198,Collier-34140,Goodland,<5,-2,3.8342147036019e-05,0.063580128783305
912,34141,1412,11,Collier,Collier-34141,Ochopee,"Everglades, Plantation Island",199,Collier-34141,Ochopee,17,17,0.174053589499181,2.46772243527426
913,34142,1416,11,Collier,Collier-34142,Immokalee,Immokalee,200,Collier-34142,"Ave Maria, Immokalee",1768,1768,0.113931720604114,2.09777058847766
914,34142,1417,26,Hendry,Hendry-34142,Immokalee,Immokalee,398,Hendry-34142,,0,0,0.0285230007823429,1.03111292429105
915,34145,1419,11,Collier,Collier-34145,Marco Island,Marco Island,201,Collier-34145,Marco Island,52,52,0.00458166494945544,2.04997462445341
916,34201,1420,41,Manatee,Manatee-34201,Bradenton,Bradenton,609,Manatee-34201,"Bradenton, University Park",24,24,0.000850256363492008,0.162004588190616
917,34202,1421,41,Manatee,Manatee-34202,Bradenton,Bradenton,610,Manatee-34202,"Bradenton, Lakewood Ranch",227,227,0.00541449029219621,0.406588012929693
918,34203,1423,41,Manatee,Manatee-34203,Bradenton,"Bayshore Gardens, Samoset, South Bradenton, West Samoset",611,Manatee-34203,"Braden River, Bradenton",640,640,0.00383563647665142,0.423206583104403
919,34205,1424,41,Manatee,Manatee-34205,Bradenton,"Bradenton, South Bradenton, West Bradenton, West Samoset",612,Manatee-34205,"Bradenton, West Bradenton",509,509,0.00174070401840254,0.175874658834222
920,34207,1425,41,Manatee,Manatee-34207,Bradenton,"Bayshore Gardens, South Bradenton, Whitfield",613,Manatee-34207,"Bayshore Gardens, Bradenton",534,534,0.00148106442270546,0.202976401884277
921,34208,1426,41,Manatee,Manatee-34208,Bradenton,"Bradenton, Ellenton, Samoset, South Bradenton, West Samoset",614,Manatee-34208,"Bradenton, Samoset",1005,1005,0.00463608700715668,0.34124444549359
922,34209,1427,41,Manatee,Manatee-34209,Bradenton,"Bradenton, Cortez, West Bradenton",615,Manatee-34209,"Bradenton, Palma Sola",309,309,0.00341768823818711,0.573253249925842
923,34210,1428,41,Manatee,Manatee-34210,Bradenton,"Bradenton, Bayshore Gardens, Cortez, South Bradenton",616,Manatee-34210,Bradenton,177,177,0.00204055887115828,0.48640330849611
924,34211,1429,41,Manatee,Manatee-34211,Bradenton,Bradenton,617,Manatee-34211,"Bradenton, Lakewood Ranch",104,104,0.0087920361347642,0.486560975712816
925,34212,1430,41,Manatee,Manatee-34212,Bradenton,Bradenton,618,Manatee-34212,Bradenton,201,201,0.00558559416299431,0.508639502808397
926,34215,1431,41,Manatee,Manatee-34215,Cortez,"Bradenton Beach, Holmes Beach, Cortez",619,Manatee-34215,Cortez,<5,-2,0.000136707660885804,0.13160530339875
927,34216,1432,41,Manatee,Manatee-34216,Anna Maria,Anna Maria,620,Manatee-34216,Anna Maria,<5,-2,0.000187627308832816,0.196575437985664
928,34217,1433,41,Manatee,Manatee-34217,Bradenton Beach,"Anna Maria, Bradenton Beach, Holmes Beach",621,Manatee-34217,"Bradenton Beach, Holmes Beach",24,24,0.000551769456478723,0.498112322294761
929,34219,1436,41,Manatee,Manatee-34219,Parrish,Wimauma,622,Manatee-34219,"Duette, Parrish",221,221,0.0537276072825534,1.59764595002244
930,34221,1438,41,Manatee,Manatee-34221,Palmetto,"Bradenton, Palmetto, Ellenton, Memphis, West Bradenton",623,Manatee-34221,"Bradenton, Palmetto, Rubonia",824,824,0.0133089232483599,1.90501931027845
931,34222,1439,41,Manatee,Manatee-34222,Ellenton,"Palmetto, Ellenton, Memphis",624,Manatee-34222,Ellenton,156,156,0.00176682736946532,0.271381714737639
932,34223,1440,8,Charlotte,Charlotte-34223,Englewood,"North Port, Englewood, Manasota Key",153,Charlotte-34223,Englewood,<5,-2,0.000565484239132275,0.425071969886689
933,34223,1441,58,Sarasota,Sarasota-34223,Englewood,"North Port, Englewood, Manasota Key, South Venice",964,Sarasota-34223,Englewood,53,53,0.00759396276566804,0.753592336718116
934,34224,1442,8,Charlotte,Charlotte-34224,Englewood,"North Port, Englewood, Grove City, Manasota Key, Rotonda",154,Charlotte-34224,"Englewood, Port Charlotte",79,79,0.00303592499926708,0.550426949352483
935,34224,1443,58,Sarasota,Sarasota-34224,Englewood,North Port,965,Sarasota-34224,,0,0,0.00308669257265137,0.302139428085705
936,34228,1444,41,Manatee,Manatee-34228,Longboat Key,Longboat Key,625,Manatee-34228,"Long Boat Key, Longboat Key",14,14,0.00048938827285383,0.423989833363617
937,34228,1445,58,Sarasota,Sarasota-34228,Longboat Key,Longboat Key,966,Sarasota-34228,Longboat Key,<5,-2,0.000627302150633113,0.379400338779625
938,34229,1446,58,Sarasota,Sarasota-34229,Osprey,"Laurel, Osprey, Vamo",967,Sarasota-34229,Osprey,30,30,0.00148253804377418,0.324512936336557
939,34231,1447,58,Sarasota,Sarasota-34231,Sarasota,"Sarasota, Gulf Gate Estates, Ridge Wood Heights, Siesta Key, Southgate, South Gate Ridge, South Sarasota, Vamo",968,Sarasota-34231,Sarasota,265,265,0.00235593670981871,0.391833658681407
940,34232,1448,58,Sarasota,Sarasota-34232,Sarasota,"Sarasota, Bee Ridge, Fruitville, Kensington Park, Sarasota Springs, Southgate, South Gate Ridge, The Meadows",969,Sarasota-34232,Sarasota,368,368,0.00266808339551972,0.217632232621093
941,34233,1449,58,Sarasota,Sarasota-34233,Sarasota,"Bee Ridge, Gulf Gate Estates, Sarasota Springs, Southgate, South Gate Ridge",970,Sarasota-34233,"Sarasota, West Villages",177,177,0.00145452534275137,0.164455138611539
942,34234,1450,58,Sarasota,Sarasota-34234,Sarasota,"Sarasota, Desoto Lakes, Kensington Park, North Sarasota",971,Sarasota-34234,Sarasota,366,366,0.00155249386466494,0.187400971115372
943,34235,1451,58,Sarasota,Sarasota-34235,Sarasota,"Sarasota, Desoto Lakes, Fruitville, Kensington Park, North Sarasota, The Meadows",972,Sarasota-34235,Sarasota,209,209,0.00170865200266235,0.209466469285382
944,34236,1452,58,Sarasota,Sarasota-34236,Sarasota,"Longboat Key, Sarasota",973,Sarasota-34236,Sarasota,155,155,0.000877498253885278,0.535958309154785
945,34237,1453,58,Sarasota,Sarasota-34237,Sarasota,"Sarasota, Kensington Park, North Sarasota, Southgate",974,Sarasota-34237,Sarasota,307,307,0.00097749487326837,0.124565147831873
946,34238,1454,58,Sarasota,Sarasota-34238,Sarasota,"Bee Ridge, Gulf Gate Estates, Laurel, Osprey, South Gate Ridge, Vamo",975,Sarasota-34238,Sarasota,133,133,0.00336096009868925,0.295879118466886
947,34239,1455,58,Sarasota,Sarasota-34239,Sarasota,"Sarasota, Ridge Wood Heights, Sarasota Springs, Southgate, South Gate Ridge, South Sarasota",976,Sarasota-34239,Sarasota,227,227,0.00104611483561712,0.185015976177147
948,34240,1456,41,Manatee,Manatee-34240,Sarasota,Sarasota,626,Manatee-34240,,0,0,0.000205588612743668,0.36513078526489
949,34240,1457,58,Sarasota,Sarasota-34240,Sarasota,"Fruitville, Lake Sarasota",977,Sarasota-34240,Sarasota,99,99,0.0169126309995136,0.697088688663724
950,34241,1459,58,Sarasota,Sarasota-34241,Sarasota,"Venice, Lake Sarasota",978,Sarasota-34241,Sarasota,98,98,0.0347895346371843,1.18890188400028
951,34242,1460,58,Sarasota,Sarasota-34242,Sarasota,"Sarasota, Osprey, Siesta Key, South Sarasota",979,Sarasota-34242,"Sarasota, Siesta Key",62,62,0.000906301119812269,0.475737287582076
952,34243,1461,41,Manatee,Manatee-34243,Sarasota,"Sarasota, Bayshore Gardens, North Sarasota, Whitfield",627,Manatee-34243,Sarasota,238,238,0.00350755316139839,0.410104836993973
953,34243,1462,58,Sarasota,Sarasota-34243,Sarasota,"Sarasota, Desoto Lakes, North Sarasota, The Meadows",980,Sarasota-34243,Sarasota,42,42,0.000848802470500232,0.265377984938453
954,34251,1465,41,Manatee,Manatee-34251,Myakka City,Myakka City,628,Manatee-34251,Myakka City,89,89,0.0651314488557091,1.35212657449613
955,34251,1466,58,Sarasota,Sarasota-34251,Myakka City,Myakka City,981,Sarasota-34251,,0,0,0.000598621428025581,0.614035063806551
956,34266,1468,14,Desoto,Desoto-34266,Arcadia,"Arcadia, North Port, Gardner, Limestone, Southeast Arcadia",293,Desoto-34266,Arcadia,902,902,0.135333623243469,2.02680600136808
957,34266,1472,58,Sarasota,Sarasota-34266,Arcadia,North Port,982,Sarasota-34266,,0,0,0.00640103696741789,0.455409065385667
958,34269,1474,14,Desoto,Desoto-34269,Arcadia,North Port,294,Desoto-34269,"Arcadia, Lake Suzy",25,25,0.0152725160357932,0.839885276881495
959,34275,1476,58,Sarasota,Sarasota-34275,Nokomis,"Venice, Laurel, Nokomis, Osprey",983,Sarasota-34275,"Nokomis, North Venice",74,74,0.00559754129017165,0.891968465888059
960,34285,1477,58,Sarasota,Sarasota-34285,Venice,"Venice, Laurel, Nokomis, South Venice, Venice Gardens",984,Sarasota-34285,Venice,73,73,0.00217682500215233,0.341701760255723
961,34286,1480,58,Sarasota,Sarasota-34286,North Port,North Port,985,Sarasota-34286,"North Port, Venice",121,121,0.00954036516327506,0.711012315761898
962,34287,1482,58,Sarasota,Sarasota-34287,North Port,"North Port, Warm Mineral Springs",986,Sarasota-34287,North Port,90,90,0.00462133225641992,0.384564903357123
963,34288,1484,58,Sarasota,Sarasota-34288,North Port,North Port,987,Sarasota-34288,North Port,87,87,0.00371087637381606,0.334659401046355
964,34289,1485,58,Sarasota,Sarasota-34289,North Port,North Port,988,Sarasota-34289,North Port,<5,-2,0.000989802442745713,0.147230814680237
965,34291,1486,58,Sarasota,Sarasota-34291,North Port,North Port,989,Sarasota-34291,"North Port, Venice",42,42,0.00504023662551845,0.333715551927892
966,34292,1487,58,Sarasota,Sarasota-34292,Venice,"Venice, North Port, Nokomis, Plantation, Venice Gardens",990,Sarasota-34292,Venice,56,56,0.008486920598898,0.546861422471803
967,34293,1488,58,Sarasota,Sarasota-34293,Venice,"Venice, North Port, Plantation, South Venice, Venice Gardens, Warm Mineral Springs",991,Sarasota-34293,"Venice, West Villages",132,132,0.00720126297028401,0.568997562874297
968,34420,1489,42,Marion,Marion-34420,Belleview,"Belleview, Silver Springs Shores",643,Marion-34420,Belleview,93,93,0.00665586768309367,0.668878746843848
969,34428,1490,9,Citrus,Citrus-34428,Crystal River,"Inglis, Crystal River",155,Citrus-34428,Crystal River,51,51,0.0167065543528224,1.52083302104776
970,34429,1492,9,Citrus,Citrus-34429,Crystal River,"Crystal River, Black Diamond, Homosassa Springs, Lecanto",156,Citrus-34429,Crystal River,60,60,0.0104455553841944,4.91627469986263
971,34431,1494,38,Levy,Levy-34431,Dunnellon,Dunnellon,597,Levy-34431,,0,0,0.00691675816074167,0.545726624043789
972,34431,1495,42,Marion,Marion-34431,Dunnellon,Dunnellon,644,Marion-34431,Dunnellon,46,46,0.0151312962527754,0.557022804213389
973,34432,1498,42,Marion,Marion-34432,Dunnellon,"Dunnellon, Hernando",645,Marion-34432,Dunnellon,31,31,0.0269993468414214,1.18481843129357
974,34433,1500,9,Citrus,Citrus-34433,Dunnellon,"Dunnellon, Citrus Springs, Pine Ridge",157,Citrus-34433,"Citrus Springs, Dunnellon",15,15,0.00849605979351509,0.512808595352014
975,34434,1503,9,Citrus,Citrus-34434,Dunnellon,"Dunnellon, Citrus Springs, Hernando, Pine Ridge",158,Citrus-34434,"Citrus Springs, Dunnellon",38,38,0.00634651155382926,0.587425734566011
976,34436,1505,9,Citrus,Citrus-34436,Floral City,Floral City,159,Citrus-34436,Floral City,14,14,0.0144319578987506,0.824530856686366
977,34442,1508,9,Citrus,Citrus-34442,Hernando,"Citrus Hills, Citrus Springs, Hernando, Lecanto, Pine Ridge",160,Citrus-34442,Hernando,38,38,0.012791806186442,0.869962819787718
978,34445,1511,9,Citrus,Citrus-34445,Holder,"Citrus Springs, Hernando, Pine Ridge",161,Citrus-34445,Holder,<5,-2,4.53606342034618e-05,0.0346545092941957
979,34446,1512,9,Citrus,Citrus-34446,Homosassa,"Homosassa, Homosassa Springs, Lecanto, Sugarmill Woods",162,Citrus-34446,Homosassa,40,40,0.00736239905313596,0.544550060498103
980,34448,1514,9,Citrus,Citrus-34448,Homosassa,"Crystal River, Homosassa, Homosassa Springs, Lecanto, Sugarmill Woods",163,Citrus-34448,Homosassa,29,29,0.0189603967708081,4.44574742876608
981,34449,1516,9,Citrus,Citrus-34449,Inglis,"Inglis, Yankeetown",164,Citrus-34449,,0,0,0.00199091638455684,0.48045040152361
982,34449,1517,38,Levy,Levy-34449,Inglis,"Inglis, Yankeetown",598,Levy-34449,Inglis,6,6,0.0623135287667083,3.05285207185493
983,34450,1519,9,Citrus,Citrus-34450,Inverness,"Inverness, Inverness Highlands South",165,Citrus-34450,Inverness,36,36,0.0111848877652392,0.715435222815366
984,34452,1521,9,Citrus,Citrus-34452,Inverness,"Inverness, Floral City, Inverness Highlands North, Inverness Highlands South",166,Citrus-34452,Inverness,167,167,0.0196655518520856,0.721287072777646
985,34453,1523,9,Citrus,Citrus-34453,Inverness,"Inverness, Citrus Hills, Hernando, Inverness Highlands North, Lecanto",167,Citrus-34453,Inverness,41,41,0.00570396288753727,0.624669851802934
986,34461,1525,9,Citrus,Citrus-34461,Lecanto,"Black Diamond, Citrus Hills, Homosassa Springs, Lecanto, Pine Ridge, Sugarmill Woods",168,Citrus-34461,Lecanto,32,32,0.0111377389621339,1.026474599077
987,34465,1526,9,Citrus,Citrus-34465,Beverly Hills,"Beverly Hills, Black Diamond, Citrus Springs, Lecanto, Pine Ridge",169,Citrus-34465,Beverly Hills,49,49,0.00581117757224092,0.550450163576684
